,Partita,Rt-5h,Rt-4h,Rt-3h,Rt-2h,Rt-1h,Classifica h,Rt-5a,Rt-4a,Rt-3a,Rt-2a,Rt-1a,Classifica a,MGf h,MGs h,MGf a,MGs a,SGf h,SGs h,SGf a,SGs a,Gf-5h,Gf-4h,Gf-3h,Gf-2h,Gf-1h,Gs-5h,Gs-4h,Gs-3h,Gs-2h,Gs-1h,Gf-5a,Gf-4a,Gf-3a,Gf-2a,Gf-1a,Gs-5a,Gs-4a,Gs-3a,Gs-2a,Gs-1a,yGf,yGs,mediagol_fatti h,mediagol_subiti h,varianzagol_fatti h,varianzagol_subiti h,mediagol_fatti a,mediagol_subiti a,varianzagol_fatti a,varianzagol_subiti a
0,Crotone-Atalanta,0.0,0.0,0.0,1.0,0.0,20.0,2.0,2.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,4.0,2.0,4.0,1.0,4.0,4.0,4.0,5.0,1.0,1.0,1.0,2.0,2.0,4.0,3.0,1 , 2,1.0,2.833333333333333,0.6324555320336759,1.3291601358251257,2.833333333333333,2.1666666666666665,1.7224014243685084,1.1690451944500122
1,Inter-Parma,2.0,2.0,1.0,0.0,2.0,4.0,0.0,0.0,2.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,4.0,0.0,3.0,2.0,2 , 2,2.5,1.6666666666666667,1.6431676725154984,1.0327955589886446,1.3333333333333333,2.1666666666666665,0.816496580927726,1.3291601358251257
2,Bologna-Cagliari,0.0,2.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,2.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,1.0,2.0,1.0,1.0,4.0,2.0,1.0,0.0,2.0,3.0,4.0,1.0,2.0,5.0,2.0,2.0,3 , 2,1.8333333333333333,2.0,1.7224014243685084,1.095445115010332,2.0,2.5,1.4142135623730951,1.378404875209022
3,Udinese-Milan,0.0,0.0,0.0,2.0,0.0,19.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,0.0,0.0,0.0,1.0,3.0,1 , 2,1.0,1.8333333333333333,1.2649110640673518,0.752772652709081,2.333333333333333,0.8333333333333334,0.5163977794943222,1.1690451944500122
4,Spezia-Juventus,2.0,0.0,0.0,1.0,1.0,14.0,2.0,1.0,2.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1 , 4,1.3333333333333333,2.5,0.816496580927726,1.51657508881031,2.1666666666666665,1.0,1.1690451944500122,0.6324555320336759
5,Torino-Lazio,0.0,0.0,2.0,0.0,1.0,15.0,0.0,2.0,1.0,0.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,1.0,4.0,1.0,3.0,3.0,1.0,2.0,1.0,0.0,2.0,4.0,0.0,1.0,3.0,1.0,3 , 4,2.0,2.6666666666666665,1.095445115010332,1.3662601021279464,1.6666666666666667,2.0,1.3662601021279464,1.5491933384829668
6,Napoli-Sassuolo,2.0,2.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,1.0,4.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,4.0,4.0,4.0,3.0,1.0,1.0,1.0,3.0,3.0,0 , 2,2.5,1.0,2.16794833886788,0.8944271909999159,3.0,1.5,1.2649110640673518,1.224744871391589
7,Roma-Fiorentina,0.0,1.0,2.0,2.0,1.0,9.0,2.0,0.0,0.0,1.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,3.0,3.0,2.0,0.0,2.0,3.0,1.0,3.0,1.0,2.0,3.0,0.0,4.0,2.0,2.0,2.0,2 , 0,2.1666666666666665,1.6666666666666667,1.7224014243685084,1.3662601021279464,1.6666666666666667,2.0,1.2110601416389968,1.2649110640673518
8,Sampdoria-Genoa,0.0,0.0,2.0,2.0,2.0,7.0,2.0,0.0,0.0,1.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,1.0,6.0,2.0,0.0,2.0,1 , 1,1.8333333333333333,1.5,1.1690451944500122,1.224744871391589,1.0,2.0,1.5491933384829668,2.0976176963403037
9,Verona-Benevento,2.0,2.0,0.0,1.0,1.0,8.0,0.0,2.0,2.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,1.0,2.0,1.0,5.0,2.0,0.0,5.0,2.0,3 , 1,1.3333333333333333,0.5,1.3662601021279464,0.5477225575051661,1.6666666666666667,2.833333333333333,0.816496580927726,1.940790217067952
10,Sassuolo-Udinese,2.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,3.0,2.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,0 , 0,2.571428571428572,1.2857142857142858,1.618347187425374,1.2535663410560174,0.8571428571428571,1.5714285714285714,1.2149857925879115,0.9759000729485332
11,Cagliari-Sampdoria,0.0,0.0,2.0,2.0,0.0,12.0,0.0,2.0,2.0,2.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,2.0,2.0,5.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,1.0,3.0,1.0,0.0,1.0,1.0,2 , 0,2.0,2.142857142857143,1.2909944487358056,1.5735915849388864,1.5714285714285714,1.5714285714285714,1.2724180205607034,1.1338934190276817
12,Benevento-Spezia,2.0,2.0,0.0,0.0,0.0,14.0,0.0,0.0,1.0,1.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,1.0,2.0,0.0,5.0,2.0,3.0,1.0,0.0,2.0,2.0,1.0,4.0,3.0,2.0,2.0,4.0,0 , 3,1.4285714285714286,2.857142857142857,0.9759000729485332,1.7728105208558365,1.5714285714285714,2.142857142857143,0.9759000729485332,1.6761634196950517
13,Parma-Fiorentina,0.0,2.0,0.0,1.0,1.0,15.0,0.0,0.0,1.0,2.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,4.0,0.0,3.0,2.0,2.0,3.0,1.0,2.0,3.0,0.0,4.0,2.0,2.0,2.0,2.0,0 , 0,1.1428571428571428,1.8571428571428568,0.8997354108424372,1.4638501094227998,1.4285714285714286,1.7142857142857142,1.2724180205607034,1.380131118684708
14,Lazio-Juventus,2.0,1.0,0.0,2.0,2.0,10.0,1.0,2.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,4.0,0.0,1.0,3.0,1.0,3.0,2.0,2.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1 , 1,1.5714285714285714,1.8571428571428568,1.2724180205607036,1.4638501094227998,2.0,1.0,1.1547005383792517,0.5773502691896257
15,Atalanta-Inter,2.0,2.0,0.0,0.0,2.0,5.0,2.0,1.0,0.0,2.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,1.0,2.0,2.0,2.0,4.0,3.0,1.0,4.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,0.0,2.0,1 , 1,2.571428571428572,2.0,1.7182493859684491,1.1547005383792517,2.2857142857142856,1.5714285714285714,1.6035674514745462,0.9759000729485332
16,Genoa-Roma,0.0,0.0,1.0,0.0,1.0,16.0,1.0,2.0,2.0,1.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,2.0,0.0,2.0,1.0,2.0,1.0,5.0,3.0,2.0,2.0,0.0,2.0,3.0,0.0,1 , 3,1.0,2.142857142857143,1.4142135623730951,1.9518001458970664,2.2857142857142856,1.5714285714285714,1.6035674514745462,1.2724180205607036
17,Torino-Crotone,0.0,2.0,0.0,1.0,0.0,18.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,3.0,4.0,1.0,3.0,3.0,4.0,0.0,1.0,1.0,2.0,1.0,2.0,4.0,1.0,4.0,2.0,0 , 0,1.7142857142857142,2.2857142857142856,1.2535663410560174,1.6035674514745464,0.8571428571428571,2.4285714285714284,0.6900655593423541,1.618347187425374
18,Bologna-Napoli,2.0,0.0,0.0,0.0,2.0,13.0,2.0,0.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,1.0,3.0,1.0,1.0,4.0,2.0,2.0,6.0,1.0,4.0,2.0,0.0,0.0,2.0,1.0,1.0,2.0,0 , 1,1.5714285714285714,1.8571428571428568,1.7182493859684491,1.0690449676496976,2.2857142857142856,0.8571428571428571,2.0586634591635518,0.8997354108424372
19,Milan-Verona,2.0,2.0,2.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,3.0,2.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,1.0,2 , 2,2.2857142857142856,1.0,0.4879500364742665,1.1547005383792517,1.4285714285714286,0.7142857142857143,1.2724180205607036,0.7559289460184545
20,Crotone-Lazio,0.0,1.0,0.0,0.0,1.0,20.0,1.0,0.0,2.0,2.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,4.0,1.0,4.0,2.0,0.0,1.0,0.0,2.0,4.0,1.0,1.0,3.0,1.0,3.0,1.0,0 , 2,0.75,2.375,0.7071067811865476,1.5059406173077154,1.625,1.625,1.1877349391654208,1.5059406173077154
21,Spezia-Atalanta,0.0,1.0,1.0,0.0,2.0,13.0,2.0,0.0,0.0,2.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,4.0,0.0,5.0,1.0,1.0,2.0,1.0,2.0,4.0,3.0,1.0,1.0,0 , 0,1.375,1.875,1.0606601717798212,1.7268882005337975,2.25,1.75,1.8322507626258089,1.2817398889233114
22,Juventus-Cagliari,2.0,1.0,1.0,2.0,1.0,5.0,0.0,2.0,2.0,0.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,2.0,2.0,5.0,2.0,2.0,3.0,0.0,2 , 0,2.0,0.875,1.0690449676496976,0.6408699444616557,1.75,2.125,1.3887301496588271,1.4577379737113252
23,Fiorentina-Benevento,0.0,1.0,2.0,0.0,1.0,12.0,2.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,5.0,2.0,3.0,3.0,0 , 1,1.25,1.625,1.2817398889233114,1.3024701806293193,1.375,2.5,0.9161253813129044,1.927248223318863
24,Inter-Torino,1.0,0.0,2.0,1.0,1.0,7.0,2.0,0.0,1.0,0.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,2.0,3.0,3.0,0.0,1.0,3.0,3.0,4.0,0.0,4 , 2,2.5,1.625,1.6035674514745464,0.9161253813129044,1.75,2.5,1.164964745021435,1.6035674514745464
25,Roma-Parma,2.0,2.0,1.0,2.0,2.0,4.0,2.0,0.0,1.0,1.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,3.0,2.0,3.0,0.0,2.0,3.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,3.0,2.0,2.0,0.0,3 , 0,2.375,1.375,1.5059406173077154,1.3024701806293193,1.0,2.0,0.9258200997725514,1.4142135623730951
26,Sampdoria-Bologna,2.0,2.0,2.0,1.0,0.0,10.0,0.0,0.0,0.0,2.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,3.0,1.0,3.0,0.0,1.0,4.0,2.0,2.0,1.0,1 , 2,1.5,1.625,1.1952286093343936,1.0606601717798212,1.625,1.75,1.5979898086569353,1.035098339013531
27,Verona-Sassuolo,0.0,1.0,1.0,2.0,1.0,8.0,2.0,2.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,0.0,1.0,1.0,2.0,4.0,4.0,3.0,2.0,0.0,1.0,3.0,3.0,0.0,0.0,0 , 2,1.25,0.875,1.2817398889233114,0.8345229603962802,2.5,1.125,1.5118578920369088,1.246423454758225
28,Udinese-Genoa,0.0,2.0,0.0,0.0,1.0,19.0,0.0,1.0,0.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,1.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,1.0,3.0,1 , 0,0.875,1.375,1.1259916264596033,1.0606601717798212,0.875,2.0,1.3562026818605375,1.8516401995451028
29,Napoli-Milan,0.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,3.0,2.0,3.0,2.0,2.0,0.0,1.0,3.0,1.0,2.0,1 , 3,2.125,1.125,1.9594095320493148,1.1259916264596033,2.375,1.0,0.5175491695067657,1.0690449676496976
30,Sassuolo-Inter,2.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0,1.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,4.0,2.0,0.0,2.0,1.0,2.0,0 , 3,2.2222222222222223,1.3333333333333333,1.6414763002993509,1.3228756555322954,2.555555555555556,1.4444444444444444,1.5092308563562362,1.0137937550497031
31,Benevento-Juventus,0.0,0.0,0.0,0.0,2.0,14.0,1.0,1.0,2.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,5.0,2.0,3.0,3.0,0.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1 , 1,1.3333333333333333,2.333333333333333,0.8660254037844386,1.8708286933869709,1.8888888888888888,0.8888888888888888,1.0540925533894598,0.6009252125773316
32,Atalanta-Verona,0.0,0.0,2.0,1.0,1.0,7.0,1.0,1.0,2.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,4.0,3.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,1.0,1.0,2.0,2.0,0 , 2,2.0,1.7777777777777777,1.8708286933869709,1.2018504251546631,1.3333333333333333,0.7777777777777778,1.2247448713915892,0.8333333333333334
33,Lazio-Udinese,0.0,2.0,2.0,1.0,2.0,8.0,2.0,0.0,0.0,1.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,2.0,3.0,1.0,3.0,1.0,0.0,3.0,2.0,1.0,0.0,1.0,2.0,3.0,2.0,0.0,0.0,1 , 3,1.5555555555555556,1.7777777777777777,1.1303883305208782,1.4813657362192647,1.1111111111111112,1.3333333333333333,1.2692955176439846,1.0
34,Bologna-Crotone,0.0,0.0,2.0,0.0,2.0,12.0,1.0,0.0,0.0,1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,4.0,2.0,0.0,2.0,1 , 0,1.5555555555555556,1.5555555555555556,1.5092308563562362,1.1303883305208782,0.6666666666666666,2.2222222222222223,0.7071067811865476,1.481365736219265
35,Milan-Fiorentina,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,2 , 0,2.333333333333333,0.8888888888888888,0.4999999999999999,1.0540925533894598,1.1111111111111112,1.6666666666666667,1.2692955176439846,1.224744871391589
36,Cagliari-Spezia,2.0,2.0,0.0,2.0,0.0,11.0,1.0,1.0,0.0,2.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,2.0,0.0,2.0,2.0,3.0,0.0,2.0,2.0,2.0,1.0,3.0,0.0,2.0,2.0,4.0,0.0,0.0,2 , 2,1.7777777777777777,2.111111111111111,1.301708279317776,1.3642254619787415,1.4444444444444444,1.8888888888888888,1.0137937550497034,1.6158932858054431
37,Napoli-Roma,2.0,2.0,0.0,2.0,0.0,5.0,2.0,1.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,3.0,5.0,3.0,2.0,3.0,3.0,2.0,3.0,0.0,1.0,0.0,4 , 0,2.333333333333333,1.0,1.9364916731037085,1.118033988749895,2.111111111111111,1.6666666666666667,1.6158932858054431,1.5
38,Torino-Sampdoria,0.0,1.0,0.0,1.0,0.0,18.0,2.0,2.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,0.0,2.0,3.0,3.0,4.0,0.0,4.0,3.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,2 , 2,1.7777777777777777,2.4444444444444446,1.0929064207170005,1.509230856356236,1.5555555555555556,1.6666666666666667,1.130388330520878,1.0
39,Genoa-Parma,1.0,0.0,1.0,0.0,0.0,19.0,0.0,1.0,1.0,1.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,0.0,0.0,3.0,2.0,2.0,0.0,3.0,1 , 2,0.8888888888888888,2.0,1.2692955176439846,1.7320508075688772,1.1111111111111112,1.8888888888888888,0.927960727138337,1.3642254619787415
40,Spezia-Lazio,1.0,0.0,2.0,1.0,1.0,14.0,2.0,2.0,1.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,2.0,2.0,4.0,0.0,0.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,3.0,1.0,0.0,3.0,1 , 2,1.4,1.9,0.966091783079296,1.5238839267549948,1.6,1.7,1.07496769977314,1.4181364924121764
41,Juventus-Torino,1.0,2.0,1.0,2.0,1.0,5.0,1.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,3.0,0.0,2.0,2.0,3.0,4.0,0.0,4.0,2.0,2 , 1,1.9,0.9,0.9944289260117531,0.5676462121975466,1.7,2.4,1.0593499054713802,1.4298407059684812
42,Inter-Bologna,2.0,1.0,1.0,2.0,2.0,3.0,0.0,2.0,0.0,2.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,4.0,3.0,0.0,2.0,1.0,2.0,0.0,1.0,3.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,3 , 1,2.6,1.4,1.4298407059684812,0.966091783079296,1.5,1.7,1.4337208778404378,1.1595018087284057
43,Verona-Cagliari,1.0,2.0,1.0,0.0,2.0,7.0,2.0,0.0,2.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,2.0,1.0,1.0,2.0,2.0,0.0,4.0,2.0,2.0,0.0,2.0,2.0,3.0,0.0,2.0,2.0,1 , 1,1.3,0.8,1.1595018087284057,0.7888106377466155,1.7,2.0,1.2516655570345725,1.3333333333333333
44,Parma-Benevento,1.0,1.0,1.0,0.0,2.0,16.0,0.0,0.0,0.0,2.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,3.0,3.0,0.0,1.0,0 , 0,1.0,1.7,0.9428090415820634,1.4181364924121764,1.2,2.1,0.9189365834726816,1.9119507199599983
45,Roma-Sassuolo,1.0,2.0,2.0,2.0,0.0,6.0,1.0,2.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,3.0,0.0,3.0,0.0,1.0,0.0,4.0,3.0,2.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,3.0,0 , 0,1.9,1.5,1.66332999331662,1.509230856356236,2.0,1.2,1.699673171197595,1.3165611772087666
46,Crotone-Napoli,0.0,0.0,1.0,0.0,0.0,20.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,2.0,0.0,3.0,0.0,0 , 4,0.6,2.4,0.6992058987801011,1.505545305418162,2.5,0.9,1.90029237516523,1.100504934614612
47,Sampdoria-Milan,2.0,1.0,0.0,0.0,1.0,11.0,1.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,1.0,2.0,1.0,0.0,1 , 2,1.5,1.7,1.0801234497346437,0.9486832980505138,2.3,0.9,0.4830458915396479,0.9944289260117531
48,Fiorentina-Genoa,2.0,0.0,1.0,0.0,0.0,17.0,0.0,1.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,3.0,1.0,2.0,1 , 1,1.1,1.6,1.1972189997378648,1.1737877907772674,0.9,1.9,1.1972189997378648,1.66332999331662
49,Udinese-Atalanta,0.0,0.0,1.0,2.0,2.0,13.0,0.0,2.0,1.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,3.0,3.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,2.0,1 , 1,1.1,1.3,1.1972189997378648,0.948683298050514,1.9,1.7,1.7919573407620817,1.1595018087284057
50,Sassuolo-Benevento,2.0,1.0,2.0,0.0,1.0,5.0,0.0,0.0,2.0,1.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,3.0,0.0,1.0,0.0,1 , 0,1.9090909090909087,1.0909090909090908,1.640399064529449,1.300349603340998,1.0909090909090908,2.0,0.9438798074485388,1.8439088914585773
51,Crotone-Spezia,0.0,1.0,0.0,0.0,0.0,20.0,0.0,2.0,1.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,4.0,1.0,3.0,0.0,2.0,1.0,4.0,0.0,0.0,2.0,2.0,4 , 1,0.9090909090909092,2.272727272727273,1.2210278829367864,1.489356175728901,1.3636363636363635,2.090909090909091,0.9244162777371754,1.5782614139961386
52,Torino-Udinese,0.0,1.0,0.0,1.0,0.0,18.0,0.0,1.0,2.0,2.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,1.0,4.0,0.0,4.0,2.0,2.0,1.0,0.0,1.0,3.0,1.0,2.0,0.0,0.0,1.0,1.0,2 , 3,1.7272727272727273,2.4545454545454546,1.009049958219026,1.3684762594679063,1.2727272727272727,1.3636363636363635,1.2720777563426766,0.9244162777371754
53,Lazio-Verona,2.0,1.0,2.0,0.0,2.0,7.0,2.0,1.0,0.0,2.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,1.0,2.0,3.0,1.0,0.0,3.0,1.0,3.0,2.0,0.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,1 , 2,1.5454545454545454,1.7272727272727273,1.0357254813546264,1.348399724926484,1.3636363636363635,0.8181818181818182,1.1200649331826502,0.7507571935295483
54,Cagliari-Inter,0.0,2.0,0.0,1.0,1.0,11.0,1.0,1.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,3.0,0.0,2.0,2.0,1.0,2.0,1.0,4.0,3.0,3.0,2.0,1.0,2.0,0.0,1.0,1 , 3,1.6363636363636365,2.090909090909091,1.2060453783110543,1.300349603340998,2.636363636363636,1.3636363636363635,1.3618169680781094,0.9244162777371754
55,Atalanta-Fiorentina,2.0,1.0,1.0,0.0,1.0,9.0,0.0,1.0,0.0,0.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,3 , 0,2.0,1.5454545454545454,1.7320508075688772,1.213559752433836,1.0,1.7272727272727273,1.1832159566199232,1.1908743922772955
56,Bologna-Roma,2.0,0.0,2.0,2.0,0.0,10.0,2.0,2.0,2.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,3.0,2.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,1 , 5,1.4545454545454546,2.0,1.3684762594679063,1.4832396974191326,2.1818181818181817,1.4545454545454546,1.834021909257456,1.4396969378057567
